[Fecha],[Titulo],[Texto],[Snippet],[URL]
23 Jun 2012,Deja lluvia encharcamientos en el DF | SinEmbargo MX,,"23 Jun 2012 ... La Secretaría de Protección Civil del Gobierno del Distrito Federal informó que la 
... Iztapalapa, Gustavo A. Madero, Tlalpan, Tláhuac y Miguel Hidalgo. El Sistema 
de Aguas de la Ciudad de México, el Cuerpo de Bomberos, las ... calles, 
coladeras y alcantarillas para evitar inundaciones, y exhortaron a los ...",http://www.sinembargo.mx/23-06-2012/273588
21 Jun 2012,Cae un árbol en Miguel Hidalgo por lluvia | SinEmbargo MX,,"21 Jun 2012 ... La Secretaría de Protección Civil del Gobierno del Distrito Federal informó que la 
tarde de ... Señaló que el Sistema de Aguas de la Ciudad de México (SACM), el 
cuerpo de ... ni alcantarillas, para evitar inundaciones, y exhortaron a los 
automovilistas conducir con precaución. ... Por Gustavo De la Rosa.",https://www.sinembargo.mx/21-06-2012/271728
26 Jun 2012,"La tormenta ""Debby"" toca tierra en la costa noroeste de Florida ...",,"26 Jun 2012 ... La Agencia Federal de Gestión de Emergencias (FEMA, en inglés) ... La 
tormenta ha arrojado intensas lluvias en gran parte de Florida, que ... de Florida, 
desde México Beach hasta el oeste de Steinhatchee. ... causará una fuerte 
marejada, lluvias torrenciales e inundaciones en ... Por Gustavo De la Rosa.",https://www.sinembargo.mx/26-06-2012/276544
6 Jun 2012,Promocionan con la imagen de Peña Nieto una página para citas ...,,"6 Jun 2012 ... El director general de AshleyMadison.com en México explicó a Reforma: ... más 
espectaculares en el Distrito Federal, Guadalajara y Monterrey.",http://www.sinembargo.mx/06-06-2012/255896
17 Jul 2012,Suman 87 encharcamientos por lluvia en el Distrito Federal ...,,"17 Jul 2012 ... La Secretaría de Protección Civil del Distrito Federal informó que continúa la 
precipitación pluvial fuerte en las delegaciones Gustavo A. Madero, 
Azcapotzalco, ... de la Ciudad de México (SACM), del Heroico Cuerpo de 
Bomberos, así ... coladeras y alcantarillas para evitar inundaciones y exhortaron 
a los ...",https://www.sinembargo.mx/17-07-2012/301533
26 Jul 2012,"Prevén lluvias fuertes en el noroeste, centro y sur de México ...",,"26 Jul 2012 ... ... pluviales podrían provocar encharcamientos, ligeras inundaciones, así ... se 
prevén lluvias moderadas en Aguascalientes, Distrito Federal, ...",https://www.sinembargo.mx/26-07-2012/311659
27 Jul 2012,SMN preveé llegada de onda tropical número siete en la Península ...,,"27 Jul 2012 ... Añadió que existirá una alta probabilidad de lluvia, temperaturas ... En el Golfo 
de México prevalecerá el cielo medio nublado a nublado, ... Zacatecas y el 
Distrito Federal presentarán lluvia moderada con ... China admite errores 
durante inundaciones que causaron 77 muertos ... Por Gustavo Sosa Núñez.",https://www.sinembargo.mx/27-07-2012/312339
13 Jul 2012,Llueve en ocho delegaciones del Distrito Federal | SinEmbargo MX,,"13 Jul 2012 ... México, 13 Jul. (Notimex).- La Secretaria de Protección Civil del Gobierno del 
Distrito Federal informó que a ... en vialidades, coladeras y alcantarillas para 
evitar inundaciones; además exhortó a ... Por Gustavo De la Rosa.",https://www.sinembargo.mx/13-07-2012/297327
7 Ago 2012,"Quintana Roo, Yucatán y Campeche en alerta por ""Ernesto""; el ...",,"7 Ago 2012 ... Al entrar el huracán Ernesto a suelo yucateco, se esperan lluvias de ... se 
encuentra en el Campo Militar 1-A en el Distrito Federal la Fuerza de ... en el 
Estado de México, se cuenta con un avión Hércules C-130 con ... por temor a 
inundaciones que genera una prolongada lluvia. ... Por Gustavo De la Rosa.",http://www.sinembargo.mx/07-08-2012/325516
8 Ago 2012,"TWITTER: México amanece este miércoles con ""Huracán Ernesto"" y ...",,"8 Ago 2012 ... Para la ciudad capital las autoridades han tomado medidas preventivas por 
temor a inundaciones que genera una prolongada lluvia. ... encuentra en el 
Campo Militar 1-A en el Distrito Federal la Fuerza de ... Al entrar el huracán 
Ernesto a suelo yucateco, se esperan lluvias de ... Por Gustavo Sosa Núñez.",http://www.sinembargo.mx/08-08-2012/325624
10 Ago 2012,Llueve en 10 delegaciones del DF | SinEmbargo MX,,"10 Ago 2012 ... México 10 Ago. ... El Sistema de Agua del Distrito Federal, Cuerpo de Bomberos, 
las ... Cuajimalpa, Cuauhtémoc, Gustavo A Madero, Magdalena Contreras, ... 
También exhortaron a la población a evitar tirar basura en calles, coladeras y 
alcantarillas para evitar inundaciones y afectaciones a su patrimonio ...",https://www.sinembargo.mx/10-08-2012/328752
29 Ago 2012,"""Isaac"" se detiene cerca de Nueva Orleans y provoca inundaciones ...",,"29 Ago 2012 ... La Agencia Federal para la Gestión de Emergencias de Estados Unidos ... Billy 
Nungesser, el presidente de Plaquemines, un distrito sobre el ... Añadió que tres 
personas han sido rescatadas de las inundaciones, ... Seguimiento en vivo del 
avance del COVID-19 en México y el ... Por Gustavo Sosa Núñez.",https://www.sinembargo.mx/29-08-2012/348997
26 Sep 2012,Prevén tiempo lluvioso para las próximas horas en el país ...,,"26 Sep 2012 ... Mientras que las lluvias fuertes serán en el norte y oriente de Hidalgo, centro y 
sur de Puebla, Tlaxcala, Distrito Federal, Estado de México, Morelos, Guerrero, 
sur de ... De igual manera, advirtió que las lluvias podrían causar 
encharcamientos y/o ligeras inundaciones, deslaves y ... Por Gustavo De la Rosa
.",https://www.sinembargo.mx/26-09-2012/379606
19 Feb 2013,"VALLE DE MÉXICO: POBREZA, CONTAMINACIÓN Y CRISIS ...",,"19 Feb 2013 ... De acuerdo con información del Gobierno del Distrito Federal (GDF), ... Las 
inundaciones representan otro grave problema para la ciudad capital del ... el 
investigador y economista del Colegio de México, Gustavo Garza, ...",http://www.sinembargo.mx/19-02-2013/532153
26 Mar 2013,"Roberto Borge pinta a Quintana Roo de rojo, y promueve al PRI con ...",,"26 Mar 2013 ... ""Es un Pacto que le da estabilidad, certeza y rumbo a México, que ... las 
principales fuerzas políticas del país: Gustavo Madero del PAN y Jesús 
Zambrano del PRD. ... Previas Desconcentradas del gobierno del Distrito 
Federal durante ... el muro; dice que sin esa barrera, EU estaría inundado de 
COVID-19.",http://www.sinembargo.mx/26-03-2013/570050
14 Jun 2013,Lluvias intensas afectan a 10 delegaciones del DF; provocan ...,,"14 Jun 2013 ... Ciudad de México, 14 de junio (SinEmbargo).– Esta tarde se registraron lluvias 
intensas en 10 delegaciones del Distrito Federal, lo que ha ... 19 
encharcamientos e inundaciones en Benito Juárez, GAM, Álvaro Obregón, ...",https://www.sinembargo.mx/14-06-2013/655417
1 Ago 2013,"en el DF, tras lluvia cae un plafón sobre Periférico",,"1 Ago 2013 ... El Gobierno del Distrito Federal iniciará un peritaje para conocer las causas de 
la ... de inundaciones en patios y varias vialidades anegadas en la zona centro 
de este ... El Sistema de Aguas de la Ciudad de México (SACM) reportó la tarde 
de este jueves lluvia fuerte en siete ... Por Gustavo Sosa Núñez.",http://www.sinembargo.mx/01-08-2013/707583
8 Oct 2013,Computación - Llega 'Beyond: Two Souls' a México - El Universal,,"8 Oct 2013 ... El título combina el lenguaje cinematográfico con el de los videojuegos; cada 
decisión del gamer incide en la vida del personaje principal.",http://www.eluniversal.com.mx/computacion-tecno/2013/beyond-two-souls-mexico-80635.html
4 Nov 2013,"El DF va a La Montaña: UNAM, UPN, UAM-C y activistas llevan ...",,"4 Nov 2013 ... ... estatales y federales han afirmado que se envió ayuda a las 50 comunidades 
que fueron afectadas por las inundaciones y los deslaves.",http://www.sinembargo.mx/04-11-2013/795070
25 Feb 2014,Dos mujeres indígenas que pasaron 4 años presas piden a la PGR ...,,"25 Feb 2014 ... México, 25 feb (EFE).- Dos indígenas mexicanas exigieron hoy a la Procuraduría 
federal reconocer que fueron acusadas injustamente por un ...",http://www.sinembargo.mx/25-02-2014/915239
8 May 2014,"Lluvias provocan derrumbe en autopista en Michoacán, sin bloquearla",,"8 May 2014 ... Asimismo, en el interior del estado como en la capital michoacana se presentan 
encharcamientos, sin la posibilidad de inundaciones por el momento. ... En la 
región oriente, en los límites del Estado de México, hay una condición de 
nublado y lluvia constante ligera, mientras ... Por Gustavo De la Rosa.",https://www.sinembargo.mx/08-05-2014/986886
14 Jun 2014,"El huracán ""Cristina"" se degrada a tormenta tropical; ocasionará ...",,"14 Jun 2014 ... Advirtió que debido a que en algunas entidades las lluvias han sido ... 
afectaciones en caminos y tramos carreteros, así como inundaciones ... y el 
occidente de México y generarán lluvias fuertes acompañados de ... Coahuila, 
Zacatecas, Tamaulipas y Durango y el Distrito Federal. ... Gustavo Sosa Núñez ...",http://www.sinembargo.mx/14-06-2014/1025261
5 Jun 2014,Conagua prevé lluvias torrenciales en el sureste de la República ...,,"5 Jun 2014 ... La interacción de una baja presión en el sur del Golfo de México con potencial ... 
Yucatán, Tlaxcala, Hidalgo y Quintana Roo, así como el Distrito Federal. ... 
arroyos, afectaciones en caminos y carreteras, inundaciones en zonas bajas y 
saturación de drenajes en zonas urbanas. ... Por Gustavo De la Rosa.",https://www.sinembargo.mx/05-06-2014/1015609
10 Jun 2014,Cristina causará más lluvias intensas en cinco estados del país ...,,"10 Jun 2014 ... En el Golfo de México prevalecerá cielo medio nublado a nublado, 80 por ... 
Estado de México y el Distrito Federal, y de menor intensidad en el resto de la 
región. ... Ello provocarán potencial de tormentas y lluvias fuertes a muy fuertes, 
deslaves e inundaciones en Chiapas, ... Por Gustavo De la Rosa.",https://www.sinembargo.mx/10-06-2014/1020341
28 Jun 2014,Especialista advierte uso negligente del agua en el Distrito Federal ...,,"28 Jun 2014 ... El uso doméstico del agua en el Distrito Federal es ""negligente"", pues tan sólo 
en ... El experto asistió acompañado por el director técnico del Sistema de Aguas 
de la Ciudad de México, Mauricio ... recuperar el agua proveniente de la lluvia y 
consejos para su manejo y cuidado. ... Por Gustavo De la Rosa.",http://www.sinembargo.mx/28-06-2014/1040642
11 Sep 2014,Tormenta tropical Odile causará lluvias intensas en cuatro estados ...,,"11 Sep 2014 ... Señaló que a las 01:00 horas, tiempo del centro de México, ... El organismo 
enfatizó que las lluvias constantes durante los últimos días han ... en caminos y 
tramos carreteros, además de inundaciones o saturación ... lluvias fuertes en 
zonas de Nayarit, Sinaloa, Distrito Federal, ... Por Gustavo De la Rosa.",https://www.sinembargo.mx/11-09-2014/1113904
3 Sep 2014,"Las lluvias de ""Dolly"" y ""Norbert"" causan daños en 19 estados ...",,"3 Sep 2014 ... LLUVIAS EN VALLE DE MÉXICO En al menos 6 delegaciones del Distrito 
Federal se reportaron lluvias fuertes este miércoles, así como en tres municipios 
del Estado de México. ... La avenida se vio afectada por inundaciones de al 
menos 1 metro de altura, por lo que el tránsito ... Por Gustavo Sosa Núñez.",http://www.sinembargo.mx/03-09-2014/1106482
19 Jun 2015,"VIOLENCIA, CORRUPCIÓN, OPACIDAD… HERENCIA PARA ...",,"19 Jun 2015 ... Ciudad de México, 19 de junio (SinEmbargo).– Una vez concluidas las 
elecciones en el Distrito Federal y aunque están en curso ...",http://www.sinembargo.mx/19-06-2015/1382682
3 Sep 2015,"Derrumbe, autos varados, encharcamientos y caos vial deja fuerte ...",,"3 Sep 2015 ... La Secretaría de Seguridad Pública del Distrito Federal (SSPDF) indicó que ... 
por la lluvia intensa que se presentó este jueves en la ciudad de México. ... en 
Gustavo A. Madero, dos en Tlalpan, y uno en Xochimilco, entre otros. ... de las 
inundaciones habían quedado solucionadas, y se espera que a las ...",http://www.sinembargo.mx/03-09-2015/1473987
Inundaciones tras lluvia paralizan al DF · CDMX,lluvias DF | El Universal,,"Inundaciones tras lluvia paralizan al DF · CDMX ... Libre acceso a segundo piso 
de Periférico por lluvia ... Prevalecerán precipitaciones en Valle de México.",https://www.eluniversal.com.mx/tag/lluvias-df?page=2
29 Sep 2015,Calle se hunde en Chetumal por las fuertes lluvias: Conagua ...,,"29 Sep 2015 ... Lluvias provocan hundimiento de calle en Chetumal, informa ... SECCIÓN 
MÉXICO ... en una transitada calle de la capital, lo cual puso en riesgo el drenaje
. ... de pesos provenientes del Gobierno Federal a través de la Comisión ... la 
zona y que padecían de inundaciones en cada temporada de lluvias.",https://www.sinembargo.mx/29-09-2015/1502917
"... México informó de las afectaciones luego de la precipitación en las zonas 
poniente y sur de la capital. Lluvias provocan inundación en Hospital General 
Xoco.",hospital General Xoco | El Universal,,"... México informó de las afectaciones luego de la precipitación en las zonas 
poniente y sur de la capital. Lluvias provocan inundación en Hospital General 
Xoco.",https://www.eluniversal.com.mx/tag/hospital-general-xoco
"Debido a las lluvias, el paradero de Indios Verdes registra una fuerte inundación. 
Por su parte, autoridades aclaran la veracidad de un video que circula sobre ...",paradero de Indios Verdes | El Universal,,"Debido a las lluvias, el paradero de Indios Verdes registra una fuerte inundación. 
Por su parte, autoridades aclaran la veracidad de un video que circula sobre ...",https://www.eluniversal.com.mx/tag/paradero-de-indios-verdes
27 Jun 2016,"Con amuleto de Jenni Rivera, Lupillo y Fátima ganan la final de",,"27 Jun 2016 ... Migrantes enfrentan condiciones atroces en México: HRW ... dejó inundaciones, 
caída de árboles y vehículos cubiertos de hielo ... Con Slim, familia, lluvia y ""
bailongo"" festeja AMLO un año de su triunfo ... ha adoptado el gobierno federal 
en materia económica, de seguridad, migración y megaproyectos.",https://www.eluniversal.com.mx/Inicio/articulo/mundo/2016/06/27/espectaculos/espectaculos/cultura
29 Jun 2017,La SSP-CdMx rescata en lanchas a afectados por lluvias; evacúan ...,,"29 Jun 2017 ... ... la Ciudad de México, dejando una vez más severas inundaciones y ... la 
Miguel Hidalgo, pero hoy, el agua en la Gustavo A. Madero llegó a ...",https://www.sinembargo.mx/29-06-2017/3251630
30 Jun 2017,La inundación en el Hospital La Villa es un reflejo del grave ...,,"30 Jun 2017 ... Un hospital inundado por las lluvias y el desalojo de decenas de pacientes, 
ilustra hoy un añejo problema de la Ciudad de México cuya ...",http://www.sinembargo.mx/30-06-2017/3252711
"... Álvaro Obregón, Gustavo A. Madero, Cuauhtémoc y Magdalena Contreras. 
Tormenta deja autos atrapados por inundaciones en Miguel Hidalgo · CDMX.",llueve en CDMX | El Universal,,"... Álvaro Obregón, Gustavo A. Madero, Cuauhtémoc y Magdalena Contreras. 
Tormenta deja autos atrapados por inundaciones en Miguel Hidalgo · CDMX.",https://www.eluniversal.com.mx/tag/llueve-en-cdmx?page=15
"Lluvia de este jueves deja tres inundaciones en Iztapalapa · CDMX. 2018-03-15. 
La SSP capitalina informó que las precipitaciones dejaron al menos siete ...",inundaciones por lluvia | El Universal,,"Lluvia de este jueves deja tres inundaciones en Iztapalapa · CDMX. 2018-03-15. 
La SSP capitalina informó que las precipitaciones dejaron al menos siete ...",https://www.eluniversal.com.mx/tag/inundaciones-por-lluvia
2 Jul 2017,Lluvia provoca inundaciones y encharcamientos en la CdMx ...,,"2 Jul 2017 ... Las delegaciones en las que se prevé el mal tiempo son: Azcapotzalco, GAM, 
Coyoacán, Benito Juárez, Miguel Hidalgo, Cuauhtémoc, ...",https://www.sinembargo.mx/02-07-2017/3253818
Reportan inundación en Gustavo A. Madero por lluvias · CDMX. 2018-07-16,vialidades afectadas | El Universal,,"Reportan inundación en Gustavo A. Madero por lluvias · CDMX. 2018-07-16 ... 
por lluvias en la CDMX. Disminuyen niveles de agua tras lluvia en CDMX.",https://www.eluniversal.com.mx/tag/vialidades-afectadas
30 Ago 2017,Suman 5 anegaciones y más de 20 encharcamientos por lluvia en ...,,"30 Ago 2017 ... Ciudad de México. -A +A ... Circuito Interior registra una inundación en el 
bajopuente de ... Avenida 608 y Circuito Interior, Gustavo A. Madero.",https://www.eluniversal.com.mx/metropoli/cdmx/suman-5-anegaciones-y-mas-de-20-encharcamientos-por-lluvia-en-cdmx
31 Ago 2017,Vecinos bloquean Río de los Remedios tras inundación,,"31 Ago 2017 ... Ciudad de México ... Vecinos bloquean Avenida Central por inundaciones en 
Neza ... Hasta las 13 horas de este día, distintas brigadas de la delegación 
Gustavo A. Madero se dirigieron a las colonias afectadas para repartir ...",https://www.eluniversal.com.mx/metropoli/cdmx/vecinos-bloquean-rio-de-los-remedios-tras-inundacion
31 Ago 2017,Gobierno de CDMX realiza avalúos para contabilizar daños ...,,"31 Ago 2017 ... Bridagistas recorren las delegaciones Gustavo A. Madero, Venustiano ... 
Gobierno de CDMX realiza avalúos para contabilizar daños causados por lluvias 
... Segunda etapa de Túnel Emisor evitaría inundaciones: Mancera ...",https://www.eluniversal.com.mx/metropoli/cdmx/gobierno-de-cdmx-realiza-avaluos-para-contabilizar-danos-causados-por-lluvias
31 Ago 2017,"Buena operación de Sistema de Agua en CDMX, evitó más ...",,"31 Ago 2017 ... Vecinos bloquean Avenida Central por inundaciones en Neza ... En la Gustavo A
. Madero la lluvia que cayó, en dos horas, fue de 65 litros por ...",https://www.eluniversal.com.mx/nacion/sociedad/buena-operacion-de-sistema-de-agua-en-cdmx-evito-mas-inundaciones-pc
30 Ago 2017,Llueve en 8 delegaciones; activan alerta roja en Cuajimalpa,,"30 Ago 2017 ... Inundación alcanzó hasta un metro de altura en Cuautitlán Izcalli ... que se 
presenta precipitación de mediana intensidad en Gustavo A. Madero y ... Civil de 
la CDMX activó la alerta roja en Cuajimalpa por lluvia de entre 50 y ...",https://www.eluniversal.com.mx/metropoli/cdmx/llueve-en-8-delegaciones-activan-alerta-roja-en-cuajimalpa
19 Ago 2017,Pega lluvia y granizo al sur de la Ciudad,,"19 Ago 2017 ... La lluvia y granizo que cayó ayer en la Ciudad de México provocó ... y alerta 
amarilla en la Benito Juárez, Cuauhtémoc, Gustavo A. Madero, ...",https://www.eluniversal.com.mx/metropoli/cdmx/pega-lluvia-y-granizo-al-sur-de-la-ciudad
31 Ago 2017,"Activan alerta roja en Iztapalapa, Álvaro Obregón y Coyoacán",,"31 Ago 2017 ... Desde el martes las lluvias han ocasionado encharcamientos e inundaciones en 
la Ciudad de México. ... La alerta amarilla se mantiene para las delegaciones de 
Gustavo A. Madero, Benito Juárez, Venustiano Carranza, ...",https://www.milenio.com/estados/activan-alerta-roja-iztapalapa-alvaro-obregon-coyoacan
9 Ago 2017,"Veracruz está en alerta roja por ""Franklin""; se espera afecte también ...",,"9 Ago 2017 ... La Ciudad de México también se verá afectada, especialmente ... y la Gustavo A. 
Madero, se encuentran en alto riesgo de inundaciones.",https://www.sinembargo.mx/09-08-2017/3281908
31 Ago 2017,"En Iztapalapa y Tlalpan, el mayor registro de lluvia de este jueves",,"31 Ago 2017 ... En el Eje 3 a la altura del metro Aculco estaba inundado ... de desalojar el agua 
de las lluvias que se han registrado en la Ciudad de México. ... la colonia 
Tepetatal, en la Gustavo A. Madero por encharcamiento en la zona.",https://www.milenio.com/estados/en-iztapalapa-y-tlalpan-el-mayor-registro-de-lluvia-de-este-jueves
"Reparten kit de salud a afectados por inundaciones en GAM · CDMX. 2017-08-
31. Hasta el momento se han aplicado 20 vacunas, repartido 50 envases de ...",lluvia en la CDMX | El Universal,,"Reparten kit de salud a afectados por inundaciones en GAM · CDMX. 2017-08-
31. Hasta el momento se han aplicado 20 vacunas, repartido 50 envases de ...",http://www.eluniversal.com.mx/tag/lluvia-en-la-cdmx?page=8
31 Ago 2017,Tromba para el AICM por casi 5 horas,,"31 Ago 2017 ... MetrópoliLa fuerte lluvia que se ha registrado a lo largo de la tarde-noche ... el 
Aeropuerto Internacional de la Ciudad de México anunció en su ...",https://www.eluniversal.com.mx/metropoli/cdmx/tromba-para-el-aicm-por-casi-5-horas
3 Sep 2017,Registran lluvia ligera en seis delegaciones de la CDMX,,"3 Sep 2017 ... Autoridades capitalinas informaron que llueve en Gustavo A. Madero, 
Venustiano ... Registran lluvia ligera en seis delegaciones de la CDMX ... Urbano 
Quetzalcóatl, delegación Iztapalapa, se registran inundaciones.",https://www.eluniversal.com.mx/metropoli/cdmx/registran-lluvia-ligera-en-seis-delegaciones-de-la-cdmx
6 Sep 2017,Lluvia provoca anegaciones en Tlalpan,,"6 Sep 2017 ... MetrópoliLa intensa lluvia que cayó en la Ciudad de México causó ... #
EviteLaZona Se registra inundación sobre Calz. de Tlalpan y Estadio Azteca, Col
. ... Cuajimalpa, Gustavo A. Madero, Iztapalapa, Magdalena Contreras, ...",https://www.eluniversal.com.mx/metropoli/cdmx/lluvia-provoca-anegaciones-en-tlalpan
6 Sep 2017,Suspenden clases en escuela de Magdalena Contreras por ...,,"6 Sep 2017 ... Prevén tormentas de 18:00 a 22:00 horas en CDMX · Vecinos protestan en 
Avenida Central por inundaciones en Ecatepec. Desde esta ...",https://www.eluniversal.com.mx/metropoli/cdmx/suspenden-clases-en-escuela-de-magdalena-contreras-por-inundacion
2 Sep 2017,"Trombas colapsan la CDMX, lo más viral",,"2 Sep 2017 ... El sistema de drenaje colapsó por las fuertes lluvias causando la ... La imagen 
más viral de esta semana en Facebook fue la inundación de la estación ... Las 
delegaciones Gustavo A. Madero, Cuauhtémoc, Miguel Hidalgo, ...",https://www.eluniversal.com.mx/metropoli/cdmx/trombas-colapsan-la-cdmx-lo-mas-viral
"Declaran emergencia en Cuautitlán Izcalli por inundaciones · Edomex. 2017-09- 
... Las vialidades más afectadas por las precipitaciones se ubican en Gustavo A. 
Madero e Iztapalapa",afectaciones por lluvias | El Universal,,"Declaran emergencia en Cuautitlán Izcalli por inundaciones · Edomex. 2017-09- 
... Las vialidades más afectadas por las precipitaciones se ubican en Gustavo A. 
Madero e Iztapalapa ... Por segundo día, lluvia encharca sur de CDMX · CDMX.",https://www.eluniversal.com.mx/tag/afectaciones-por-lluvias?page=7
17 Sep 2017,Reportan lluvias en el norte de la CDMX,,"17 Sep 2017 ... Protección Civil activó la alerta Naranja para las delegaciones GAM y ... Pública 
de la Ciudad de México reportó afectación vial por las fuertes lluvias. ... En redes 
sociales también se hablo de una inundación en Eje Central, ...",https://www.eluniversal.com.mx/metropoli/cdmx/reportan-lluvias-en-el-norte-de-la-cdmx
1 Sep 2017,¿Por qué se inunda tanto la Ciudad? Un investigador de la UNAM lo ...,,"1 Sep 2017 ... La temporada de lluvias es ha caracterizado por inundar las calles de la Ciudad 
de México en los meses recientes. Los habitantes resienten ...",https://www.eluniversal.com.mx/metropoli/cdmx/por-que-se-inunda-tanto-la-ciudad-un-investigador-de-la-unam-lo-explica
Se registran anegaciones por lluvias en Azcapotzalco y GAM · CDMX,anegaciones | El Universal,,"Se registran anegaciones por lluvias en Azcapotzalco y GAM · CDMX ... Lluvia 
provoca anegaciones en vialidades del oriente y norte de la CDMX · CDMX ... 
Otra vez se registran inundaciones en Cuautitlán Izcalli y Tultitlán por lluvias.",https://www.eluniversal.com.mx/tag/anegaciones
1 Sep 2017,"Lluvia de ayer, de las más intensas del año en CDMX",,"1 Sep 2017 ... El gobierno de la Ciudad de México informó que las lluvias registradas ... Miguel 
Hidalgo, Gustavo A. Madero, Iztacalco, Magdalena Contreras, ... de la Ciudad de 
México (AICM) se registran inundaciones de importancia.",https://www.eluniversal.com.mx/metropoli/cdmx/lluvia-de-ayer-de-las-mas-intensas-del-ano-en-cdmx
"Registran lluvia ligera en seis delegaciones de la CDMX · CDMX. 2017-09-03. 
Autoridades capitalinas informaron que llueve en Gustavo A. Madero, ...",inundación en la CDMX | El Universal,,"Registran lluvia ligera en seis delegaciones de la CDMX · CDMX. 2017-09-03. 
Autoridades capitalinas informaron que llueve en Gustavo A. Madero, ...",https://www.eluniversal.com.mx/tag/inundacion-en-la-cdmx
"Lluvia causa encharcamientos en norte y centro de CDMX · CDMX. 2017-09-26. 
La precipitación es de ligera a moderada en Venustiano Carranza, Cuajimalpa ...",lluvia en CDMX | El Universal,,"Lluvia causa encharcamientos en norte y centro de CDMX · CDMX. 2017-09-26. 
La precipitación es de ligera a moderada en Venustiano Carranza, Cuajimalpa ...",https://www.eluniversal.com.mx/tag/lluvia-en-cdmx?page=23
"Asambleístas piden 10 mdp para damnificados por lluvias en V. Carranza · 
CDMX. 2017-09-06",Lluvia | El Universal,,"Asambleístas piden 10 mdp para damnificados por lluvias en V. Carranza · 
CDMX. 2017-09-06 ... Lluvia causa encharcamientos en Iztapalapa y GAM · 
CDMX.",https://www.eluniversal.com.mx/tag/lluvia?page=58
